Title,Tags,Text
Plankorama,,Plankorama A routine; any kind of plank strung together until TBQ.
Plankorama-mama,,Plankorama-mama This is a series of exercises that alternate between plank position and seated position with no rest between. Ex. Hydraulics x 20 IC/LBCs x 20 IC/Shoulder taps x 20....etc. The name derives from a couple of AOs that have begun to shorten 6 minutes of mary to 6mom and then into momma.
Play it Cool,,"Play it Cool This is meant for those 5:30 AM workouts where there aren't many cars driving by (but some). Anytime some sees a car drive by, they shout ""Play it cool!"" and you stop what you're doing and hold a squat while pretending to read the paper. Once the car leaves, you resume what you were doing."
Poker Chips,,"Poker Chips Moving an 8x8x16 concrete block forward one parking pace at a time, shifting right/left and moving the next chip/block forward. At the last chip, cycle back to the front of the line. Exercise goes the length of parking lot or until the PAX yields."
Pole Dancing,,"Pole Dancing Lay on your 6 under a handrail, parallel to the rail, grab rail with both hands and pull yourself up alternating sides. For extra effort, wrap your legs around the rail."
Pop-up Merkining aka Jiminy Cricket.,,Pop-up Merkining aka Jiminy Cricket. Merkin in which a powerful push from arms and toes causes all fours to leave the ground to complete the upward motion. Resembles a hopping cricket and inspires #respect for its bug-sized athleticism.
Popeye Punches,Core,"This is a warm up for the shoulders. Starting position is feet shoulder width apart, knees slightly bent, fists clenched at hips. Exercise is four count, with exaggerated, alternating right and left punches over the same side shoulder. (Alternatively, punches may be executed over each opposite shoulder, diagonally.)"
Post Hole Diggers,,"Post Hole Diggers Using your log, pole, post, etc. (Fault Line has two-man poles) stand it on its end and squat and lift using your legs, shoulders and arms to lift the pole until your arms are extended over head. Then reverse the upper body portion to bring the pole down. That's one rep! This is a great full body exercise when done correctly."
Power Merkin,,"Power Merkin Merkin performed with your planking partner's feet up on your back. The bigger your partner, the more power required to complete the merkin."
Prayer Squat,,"Prayer Squat A body-weight squat performed with hands clasped in front of your chest. Just like a goblet squat with a dumbbell, just without the dumbbell."
Pretzel Crunch,,"Pretzel Crunch Start on your six with legs bent, heels on the ground. Lift your left leg and put your left foot on your right knee. Put your left arm out straight and your right arm bent behind your head. In cadence, bring right elbow to left knee, then back down. Flapjack and repeato."
Pretzel Stick,,"Pretzel Stick Similar to the pretzel crunch, but more painful. This time start on your six with legs straight out and cross one foot onto the opposite knee. Upper body same as pretzel crunch. When you lift for the crunch move, raise both upper and lower body so that you are again trying to bring one elbow to the opposite knee. Flapjack and repeato. This one hurts!"
Primate Humper O-Rama,Legs,"This riff on Moneky Humpers never disappoints. It's 3-way monkey humpers...Spider Monkey, Chimp Humpers, Gorilla Humpers Spider Monkey Humpers - Standard Monkey Humpers but with feet together. PAX will complain about the family jewels, so expect some MC Chimp Humpers - Standard Monkey Humpers (feet shoulder width apart) Gorilla Humpers - Standard Monkey Humpers but with feet more than shoulder width apart. Start with Spider Monkey Humpers, then Chimp Humpers, then Gorilla Humpers. These are on Q and should be done in rapid succession (no gaps) similar to Bolt 45s. The rep count is up to the Q. 15 seems easy...."
Prime Time Merkin,,"Prime Time Merkin Standard merkin position EXCEPT one leg up, toe off the ground. As PAX are pushing up, switch legs on each rep (in a plyometric fashion). Named after Neon Deion Sanders, and his celebratory shuffle to the end zone on breakaway runs."
Princess Tea Party,,"Princess Tea Party PAX grab a partner and form two rows with partners facing each other in plank position. Partners do Pattycake Merkins for set number of reps, followed by a Partner People's Chair (Back to back wall sit) for set time. Rinse and repeat as necessary."
Prisindian Run aka Prisoner Indian Run,,"Prisindian Run aka Prisoner Indian Run Standard Indian Run, but with your hands behind your head and elbows out in the ""peacock position"". Great mumble chatter reducer!"
Prisoner Cell Merkin Burpees aka PCMBs.,,"Prisoner Cell Merkin Burpees aka PCMBs. Drop to Plank, do 1 Merkin then bring your right knee in and back, do 1 Merkin then bring your left knee in and back, do 1 Merkin then bring both feet in and jump up = 1 PCMB complete. Try 10 of these. You'll wish you stopped at 5."
Prisoner's Squat,,Prisoner's Squat Body-weight squat performed with hands on your head or laced behind your head.
Protractor,,"Protractor While on six, Q calls out various angles to hold legs at, such as 10, 30, 45, 90 degrees. Regular way is to hold legs together but Q may call split or 3 dimensional where legs are held at the angle called but apart."
Proud Mary,Music,"Proud Mary Performed to ""Proud Mary"" by Creedence Clearwater Revival. Perform Big Boy Situps until ï¿½Rollingï¿½, switch to Gas Pumps for each ""Rolling"", then to Flutter kick after ""Rolling"", then back to Gas Pumps during ""Rolling"", then back to Big Boy Situps. Repeat til song ends."
Pseudo Planche Merkins,,Pseudo Planche Merkins Start in standard push-up position turning you hands until your fingers point to the toes. Next walk your feet up until you feel you are about to teeter over. Hands are as close to the belly as you can get. Perform 'Mericans. Great Bicep exercise. https://www.youtube.com/watch?v=C-SML6xnVkI
Pull-up Squats,,"Pull-up Squats Do one pull-up. Drop down, squat once, then repeat. (Thanks Tiny Dancer in Swamp Rabbit.)"
Pullerama,,Pullerama A pull-up routine of no specific composition.
Pump Jack,,"Pump Jack Pax pair up and get in plank position. The Q chooses a number of merkins (we use 5) per set. Pax 1 does 5 merkins while pax 2 planks, then switch. Continue alternating merkins and planking until one pax in the pair reaches merkin failure. After failure each pair gets up and lunge walks in circles around the other pax pairs until the last team reaches failure. The pairs must encourage and push each other and then encourage others while lunge walking. Last team to fail wins. Named pump jack because all the pax going up and down during merkins looks like a field full of oil wells with pump jacks, and you are pumped when it is over. Proper merkin form must be used by all. With an uneven number of pax the Q does merkins on his own."
Punch-up Merkin,,"Punch-up Merkin In typical Merkin postion go down and back up, then punch straight out, to the side, or up (for a real burn) 10 times with right arm. Do another merkin and repeat with left arm. Best done OYO or during a circuit routine."
Pure BURN,,"Pure BURN 1. Face a wall, fence....anything that you can hold onto; 2. Get in the squat position 3/4 up while holding the fence; 3. On the balls of your feet (tip toes); 4. Pulse 3/4 down to 1/2 (90 degrees) X 10; 5. Pulse 1/2 all the way down X10. Repeat until PAX complains... it wont take long."
Pusherama,,"Pusherama A chest routine of no specific composition, done to TBQ."
Quadraphilia,,"Quadraphilia Find a steep hill (Hill of pain). Set a timer, i.e. 4 minutes. Run forward down the hill and run backwards up the hill repeato until the timer runs out."
Quarter Pounder,,"Quarter Pounder Done on a Football field or a large parking lot. Sprint to the 25 yards and Do 25 merkins, Run backwards to Goal And Sprint to the 50 and do 50 squats, Backwards to Goal Line sprint to the 75 and do 75 Mountain Climbers, Run backwards to the goal line and sprint to the hundred and do 100 SSH. mix and match exercises for the reps. Do it with a Bricks for a Quarter Pounder with cheese. Rinse and repeat for a Double Quarter Pounder."
Racoon Crawl,,Racoon Crawl Narrow-grip crawl done along the top of a short wall or stadium bench.
Railroad Tracks,,"Railroad Tracks The twisted sister of the Indian Run. Pax start in single file line. First pax drops to low plank, second pax jumps over first pax runs 5 yards and gets in low plank. Third pax jumps over both pax runs 5 yards and gets in low plank. After all pax have gone, the first pax jumps over all the pax and returns to low plank. This is continued until the destination is reached. The name derived from the pax looking like Railroad ties as you continuously hop over one another."
Railroaders,,"Railroaders One or more railroad ties needed. Split into 2-3 people per group. Each group takes turns on the railroad ties. 1st Round - Each group performs 20 overhead presses, while everyone else planks. 2nd Round - Each group performs 20 curls, while everyone else holds Al Gore. 3rd Round - Each group performs 20 dips, while everyone else performs flutter kicks. 4th Round - Each group performs 20 bent over rows, while everyone else lunges. Rinse & repeat as needed or change out exercises and reps as needed."
